rec_id,co2
107812,27.50299091
107826,14.13204394
107832,17.03908441
107833,10.21917784
107836,4.570242625
107847,8.179210548
107853,8.44292991
107860,9.754089086
107879,7.263175139
107884,6.428192799
107899,6.488504194
107905,6.607344782
107908,1.37676502
107926,13.50074362
107933,13.49559268
107953,11.42277133
107955,14.12669734
107958,9.733025036
107964,19.96926169
107969,14.26013501
107982,8.898958549
107988,13.75505043
108005,7.686082165
108006,9.043614547
108060,4.532835239
108062,8.185264378
108068,11.92629413
108073,14.10058902
108082,14.8517554
108084,12.24112391
108111,6.43622096
108248,3.990307323
108288,8.130516471
108289,7.487153278
108298,10.25648032
108469,3.422541857
108500,3.173568981
108523,8.403333079
108743,8.252527186
108745,5.487059811
109001,6.611117227
120952,22.67312875
120989,4.052732136
120994,12.2966315
121034,15.17739745
121038,9.271979827
121040,5.605314582
121042,1.924789532
121054,5.251551578
121059,6.158770862
121066,5.106455923
121068,5.045624719
121073,14.67390412
121079,13.12647881
121080,11.74286993
121096,9.097325783
121108,17.34130677
121120,6.215188994
121125,8.97565866
121126,5.053651112
121140,12.8742972
121185,13.40065151
121188,4.539484904
121198,6.171304623
121214,7.37755256
121219,7.371402076
121236,5.132090402
121239,5.951147257
121240,9.075591639
121243,10.56328195
121250,3.881121214
121325,5.108245787
121366,3.186330527
121429,11.89471898
121433,5.929820356
121459,9.355222341
121487,5.49444263
121488,4.601898519
121492,10.76034966
121498,13.92584127
121506,7.504255111
121524,5.380036921
121531,4.226592322
121534,16.90830944
121557,5.883747719
121568,8.789651329
121591,13.12096247
121606,9.278297686
121628,9.867545938
121632,16.44671318
121701,15.87490093
121719,7.222925895
121721,4.676618406
121743,7.600069104
121789,7.209092022
121798,4.556098753
121828,9.821457978
121899,9.461258654
121903,10.62663617
121935,6.550524711
121957,16.21387531
122001,5.670524086
122007,6.984908789
122009,5.47586388
122017,4.23414016
122046,12.02547156
122062,13.2134036
122065,3.65018459
122067,6.757955598
122079,5.096787005
122080,6.87414351
122083,7.392018219
122123,7.806321875
122130,8.233119217
122169,6.79069708
122182,7.398459842
122192,4.737075076
122207,8.731460424
122216,6.774944275
122219,18.41513897
122224,4.692279566
122227,14.92625546
122242,5.563676234
122249,6.182664394
122257,6.40612626
122266,6.347326555
122267,11.45425337
122286,16.21807621
122290,14.66024529
122292,9.488241572
122305,11.53815242
122361,9.545817193
122362,6.099605758
122406,8.64224718
122478,8.626650553
122502,7.885377629
122522,7.77591364
122545,10.35760733
122546,10.86978418
122551,16.32584051
122569,6.749397609
122660,7.699184061
122661,5.538885707
122720,19.80019765
122721,4.399323308
122757,10.25319763
122779,14.52273873
122790,5.985440504
122845,5.502937558
122857,7.541737934
122858,2.516546658
122863,15.52734322
122868,3.929041472
122883,22.65490597
122897,11.64092019
122903,14.03552214
122904,8.417794023
122907,3.764623598
122918,6.737421376
122924,6.954653785
122931,9.754089086
122950,5.982860319
122955,5.295064067
122970,5.344744131
122976,5.442636182
122979,1.134076042
122997,11.12090259
123004,11.11665925
123024,9.409223538
123026,11.63651537
123029,8.017337204
123035,16.44918375
123040,11.7464308
123053,7.330295914
123059,11.33038089
123076,6.33121896
123077,7.449452394
123131,4.532835239
123133,6.742408477
123139,9.823988657
123144,11.61500989
123153,12.23376408
123155,10.08332147
123182,5.301677193
123319,3.286916508
123359,6.69731063
123360,6.167356551
123369,10.25648032
123540,2.819233716
123571,2.614148747
123594,6.922036657
123814,6.797814101
123816,5.487059811
124072,6.611117227
136023,19.91329677
136060,3.559423116
136065,10.79985396
136105,13.32996575
136109,8.143370251
136111,4.92302141
136113,2.026094229
136125,4.612318862
136130,5.409109093
136137,4.484884925
136139,4.431458641
136144,12.88775801
136150,11.52868978
136151,10.31349783
136167,7.989975922
136179,15.23047808
136191,5.458660089
136196,9.249057548
136197,4.438507593
136211,11.30720519
136256,13.80883592
136259,4.677757919
136269,5.42011761
136285,6.479538373
136290,6.474135778
136307,4.507399077
136310,5.226758694
136311,7.970886792
136314,9.277492041
136321,4.085390814
136396,4.486457023
136437,3.354031978
136500,10.4468636
136504,5.208027891
136530,8.216480615
136558,4.825644748
136559,4.041743658
136563,9.450571924
136569,12.23075249
136577,6.590817567
136595,4.72516485
136602,3.71212083
136605,14.85018655
136628,5.167562944
136639,7.719752466
136662,11.5238453
136677,8.148919005
136699,8.666443049
136703,14.44477799
136772,13.94256709
136790,6.343732683
136792,4.107368361
136814,6.674968863
136860,6.331583179
136869,4.001518577
136899,8.625965136
136970,8.309610108
136974,9.333135175
137006,5.753178426
137028,14.2402809
137072,4.980293219
137078,6.134687559
137080,4.809327638
137088,3.718749867
137117,10.56170012
137133,11.60503451
137136,3.205874931
137138,5.935359681
137150,4.476392944
137151,6.037404899
137154,6.492243047
137194,6.856116393
137201,7.230962896
137240,5.964115961
137253,6.497900242
137263,4.16046608
137278,7.668644401
137287,5.95028032
137290,16.17360131
137295,4.12112326
137298,13.10939348
137313,4.886451199
137320,5.43009476
137328,5.626356236
137337,5.574713628
137338,10.06001257
137357,14.24397025
137361,12.87576233
137363,8.333308564
137376,10.13369932
137432,8.383876193
137433,5.357145877
137477,7.590290566
137549,7.576592834
137573,6.925549198
137593,6.829409293
137616,9.096853122
137617,9.546685898
137622,14.33861673
137640,5.927843667
137731,6.762019773
137732,4.864678158
137791,17.39006626
137792,3.863826369
137828,9.00515222
137850,12.75499338
137861,5.256876968
137916,4.833105952
137928,6.623738213
137929,2.210225946
137934,16.0003069
137939,3.450788641
137954,19.89729231
137968,10.22395749
137974,12.32708216
137975,7.393158616
137978,3.306384002
137989,5.917324903
137995,6.10811542
138002,9.754089086
138021,5.254610907
138026,4.650535429
138041,4.694168147
138047,4.780144372
138050,0.99603339
138068,9.767237541
138075,9.763510476
138095,8.263908763
138097,10.22008898
138100,7.041446559
138106,14.44694681
138111,10.31662611
138124,6.438033219
138130,9.95121809
138147,5.560566809
138148,6.542685733
138202,4.532835239
138204,5.921704971
138210,8.628187585
138215,10.20120023
138224,10.7446387
138226,8.855953492
138253,4.656343499
138390,2.886824499
138430,5.882096943
138431,5.416649859
138440,10.25648032
138611,2.476069334
138642,2.295947719
138665,6.07946817
138885,5.970366634
138887,5.487059811
139143,6.611117227
151094,19.28908989
151131,3.447848656
151136,10.46131924
151176,12.91212185
151180,7.888106331
151182,4.768702976
151184,2.178051274
151196,4.467740069
151201,5.239554128
151208,4.344300469
151210,4.292548831
151215,12.48377569
151221,11.16730939
151222,9.990207298
151238,7.739519941
151250,14.75306007
151262,5.28755159
151267,9.840233572
151268,4.299376775
151282,10.9527662
151327,14.69146094
151330,4.976748263
151340,5.250217284
151356,6.276428619
151361,6.271195758
151378,4.366108871
